id(T),xyz(T),ID_LeftLane(L),ID_RightLane(L),lateral_id(L),direction(L),speed_min_limit(L),speed_max_limit(L)
51,429040.236 4415045.962 62.739 429043.837 4415047.796 62.739 429047.496 4415049.347 62.736 429051.084 4415051.137 62.736 429054.658 4415052.933 62.710 429058.196 4415054.710 62.692 429059.121 4415055.173 62.692 429062.688 4415056.961 62.662 429066.250 4415058.750 62.662 429069.856 4415060.495 62.615 429073.434 4415062.232 62.600 429077.050 4415064.037 62.579 429079.419 4415065.224 62.579 429082.985 4415067.026 62.531 429086.534 4415068.820 62.502 429090.100 4415070.610 62.480 429093.637 4415072.375 62.464 429097.191 4415074.210 62.452 429100.609 4415076.016 62.436,,0,0,0,0,0
52,429070.256 4415069.176 62.681 429066.439 4415067.294 62.681 429062.850 4415065.496 62.749 429059.302 4415063.720 62.749 429055.748 4415061.941 62.749 429054.746 4415061.439 62.749 429051.258 4415059.693 62.749 429047.681 4415057.902 62.749 429044.082 4415056.100 62.760 429040.577 4415054.344 62.757 429036.919 4415052.509 62.757 429035.082 4415051.608 62.780,,0,0,0,0,0
53,429068.603 4415071.743 62.648 429065.088 4415069.980 62.648 429061.495 4415068.183 62.718 429057.954 4415066.412 62.718 429054.404 4415064.637 62.718 429053.372 4415064.121 62.718 429049.902 4415062.386 62.718 429046.325 4415060.598 62.718 429042.721 4415058.795 62.728 429039.231 4415057.049 62.725 429035.553 4415055.206 62.725 429033.659 4415054.203 62.737,,0,0,0,0,0
54,429045.565 4415044.325 62.674 429049.135 4415046.104 62.665 429052.712 4415047.900 62.648 429056.284 4415049.702 62.632 429059.846 4415051.490 62.632 429060.735 4415051.936 62.632 429064.307 4415053.728 62.598 429067.878 4415055.519 62.584 429071.479 4415057.267 62.535 429075.069 4415059.014 62.522 429078.662 4415060.803 62.519 429081.028 4415061.992 62.517 429084.599 4415063.792 62.465 429088.163 4415065.590 62.441 429091.733 4415067.386 62.441 429095.294 4415069.175 62.415 429098.839 4415071.026 62.403 429102.337 4415072.872 62.358,,0,0,0,0,0
55,429071.323 4415066.388 62.719 429067.785 4415064.616 62.727 429064.196 4415062.825 62.741 429060.641 4415061.047 62.741 429057.097 4415059.236 62.755 429056.128 4415058.743 62.755 429052.603 4415057.019 62.770 429049.023 4415055.234 62.789 429045.448 4415053.398 62.788 429036.573 4415048.888 62.825,,0,0,0,0,0
56,429127.313 4415098.842 62.368 429124.034 4415096.547 62.370 429120.903 4415094.306 62.385 429117.751 4415092.055 62.385 429114.549 4415089.901 62.395 429111.653 4415088.015 62.401 429108.249 4415085.916 62.395 429105.028 4415083.978 62.424 429101.740 4415082.079 62.430 429098.330 4415080.159 62.444 429095.012 4415078.417 62.460 429091.462 4415076.573 62.505 429087.988 4415074.776 62.522 429084.446 4415072.961 62.561 429080.912 4415071.181 62.579 429077.341 4415069.398 62.625 429074.967 4415068.216 62.625 429071.323 4415066.388 62.719,,0,0,0,0,0
57,429125.020 4415101.870 62.314 429121.836 4415099.448 62.314 429118.787 4415097.185 62.326 429115.660 4415094.977 62.341 429112.495 4415092.854 62.356 429109.763 4415091.065 62.356 429106.353 4415088.974 62.342 429103.200 4415087.089 62.382 429099.983 4415085.211 62.392 429096.620 4415083.268 62.392 429093.375 4415081.578 62.409 429089.803 4415079.778 62.470 429086.315 4415078.078 62.489 429082.723 4415076.376 62.505,,0,0,0,0,0
58,429102.337 4415072.872 62.358 429105.830 4415074.790 62.349 429109.296 4415076.714 62.345 429112.708 4415078.720 62.294 429116.120 4415080.807 62.294 429119.419 4415082.896 62.282 429122.708 4415085.130 62.221 429125.917 4415087.482 62.207 429129.116 4415089.837 62.207 429132.315 4415092.239 62.195 429135.438 4415094.621 62.195 429136.424 4415095.398 62.195,,0,0,0,0,0
59,429100.609 4415076.016 62.436 429104.084 4415077.901 62.404 429107.488 4415079.791 62.390 429110.812 4415081.779 62.355 429114.207 4415083.894 62.340 429117.342 4415085.884 62.329 429120.608 4415088.064 62.264 429123.802 4415090.360 62.264 429126.929 4415092.725 62.246 429133.362 4415097.623 62.246,,0,0,0,0,0
60,429159.698 4415117.553 62.011 429160.897 4415119.077 62.005 429163.448 4415122.158 61.968 429166.000 4415125.238 61.968 429168.485 4415128.238 61.968 429170.920 4415131.413 61.977 429173.248 4415134.580 61.898 429175.512 4415137.842 61.879 429177.760 4415141.150 61.894 429179.870 4415144.466 61.877 429181.927 4415147.864 61.790 429183.955 4415151.281 61.776 429185.936 4415154.723 61.781 429187.842 4415158.222 61.769 429189.682 4415161.725 61.739 429191.505 4415165.242 61.733 429193.253 4415168.840 61.719 429194.883 4415172.427 61.666 429196.449 4415176.063 61.633 429197.976 4415179.708 61.593 429199.392 4415183.409 61.522 429200.732 4415187.177 61.498 429201.957 4415190.905 61.477 429203.122 4415194.681 61.555 429204.187 4415198.492 61.569 429205.152 4415202.355 61.525 429206.076 4415206.246 61.525 429206.946 4415210.110 61.524 429207.775 4415214.005 61.516 429208.588 4415217.929 61.483 429209.397 4415221.836 61.474 429210.210 4415225.753 61.460 429210.997 4415229.687 61.437 429211.797 4415233.589 61.427 429212.589 4415237.516 61.419 429213.378 4415241.437 61.396 429214.171 4415245.358 61.378 429214.956 4415249.286 61.367 429215.285 4415250.931 61.367 429216.106 4415254.891 61.328 429216.413 4415256.368 61.328 429217.235 4415260.283 61.222 429218.040 4415264.201 61.222 429218.841 4415268.120 61.269 429219.637 4415272.040 61.269 429220.419 4415275.963 61.206 429221.201 4415279.885 61.206 429221.992 4415283.806 61.192 429222.796 4415287.725 61.161 429223.581 4415291.647 61.161 429224.366 4415295.569 61.161 429225.160 4415299.489 61.153 429225.874 4415303.398 61.159 429226.555 4415307.367 61.161 429227.203 4415311.317 61.161 429228.004 4415315.234 61.135 429228.892 4415319.134 61.111 429229.844 4415323.031 61.102 429230.631 4415326.951 61.087 429231.397 4415330.877 61.072 429232.232 4415334.796 61.064 429232.945 4415338.109 61.061 429232.998 4415338.351 61.061 429233.782 4415342.276 61.041 429234.574 4415346.194 61.025 429235.368 4415350.115 61.026 429236.158 4415354.034 61.014 429236.945 4415357.956 61.014 429237.725 4415361.880 60.989 429238.508 4415365.809 60.980 429239.305 4415369.725 60.962 429240.115 4415373.642 60.954 429240.897 4415377.565 60.942 429241.682 4415381.488 60.936 429242.469 4415385.406 60.916 429243.258 4415389.329 60.904 429244.052 4415393.249 60.900 429244.850 4415397.169 60.900 429245.636 4415401.097 60.890 429246.435 4415405.016 60.888 429247.249 4415408.981 60.886 429248.073 4415412.951 60.882 429248.933 4415416.860 60.882 429249.797 4415420.819 60.880 429250.505 4415424.013 60.879,,0,0,0,0,0
61,429165.405 4415144.533 61.906 429163.243 4415141.449 61.919 429161.191 4415138.657 61.932 429158.745 4415135.484 61.968 429156.753 4415132.975 61.984 429154.219 4415129.880 62.002 429151.633 4415126.828 62.012 429150.676 4415125.772 62.027,,0,0,0,0,0
62,429157.967 4415121.528 62.070 429160.517 4415124.611 62.070 429163.247 4415127.542 62.088 429165.565 4415130.410 62.013 429168.016 4415133.575 62.017 429170.260 4415136.632 61.938 429172.525 4415139.819 61.938 429174.751 4415143.143 61.938 429176.763 4415146.351 61.926 429178.806 4415149.696 61.835 429180.812 4415153.062 61.835 429182.751 4415156.459 61.829 429184.659 4415159.920 61.813 429186.452 4415163.351 61.787 429188.241 4415166.793 61.787 429189.982 4415170.394 61.761 429191.571 4415173.865 61.699 429193.109 4415177.424 61.678 429194.605 4415180.975 61.646 429196.002 4415184.599 61.607 429197.329 4415188.372 61.547 429198.507 4415191.954 61.538 429199.653 4415195.632 61.608 429200.715 4415199.355 61.608 429201.665 4415203.181 61.567 429202.589 4415207.073 61.556 429203.436 4415210.860 61.550 429204.260 4415214.721 61.525 429205.079 4415218.657 61.507 429205.888 4415222.545 61.507 429206.694 4415226.463 61.493 429207.501 4415230.419 61.463 429208.278 4415234.289 61.463 429209.069 4415238.230 61.463 429209.867 4415242.149 61.380 429210.656 4415246.070 61.361 429211.446 4415250.009 61.361 429211.778 4415251.663 61.361 429212.603 4415255.714 61.338 429212.883 4415257.082 61.338 429213.689 4415261.000 61.323 429214.495 4415264.918 61.323 429215.295 4415268.837 61.362 429216.090 4415272.757 61.362 429216.870 4415276.680 61.299 429217.664 4415280.601 61.285 429218.433 4415284.526 61.272 429219.231 4415288.446 61.231 429220.027 4415292.366 61.215 429220.827 4415296.285 61.215 429221.608 4415300.208 61.218 429222.299 4415304.067 61.224 429222.970 4415308.088 61.200 429223.670 4415312.028 61.194 429224.450 4415315.947 61.179 429225.314 4415319.847 61.157 429226.301 4415323.754 61.156 429227.109 4415327.666 61.134 429227.873 4415331.592 61.118 429228.716 4415335.524 61.118 429229.389 4415338.670 61.098 429229.470 4415339.058 61.098 429230.261 4415342.988 61.086 429231.051 4415346.901 61.055 429231.845 4415350.825 61.055 429232.636 4415354.739 61.048 429233.423 4415358.661 61.048 429234.208 4415362.584 61.034 429235.002 4415366.525 61.035 429235.795 4415370.436 61.025 429236.599 4415374.353 61.017 429237.382 4415378.275 60.991 429238.164 4415382.199 60.991 429238.942 4415386.113 60.966 429239.738 4415390.038 60.950 429240.539 4415393.956 60.946 429241.336 4415397.876 60.938 429242.124 4415401.817 60.933 429242.921 4415405.735 60.932 429243.744 4415409.796 60.933 429244.562 4415413.871 60.931 429245.338 4415417.803 60.933 429246.062 4415421.886 60.921 429246.634 4415425.138 60.921 429246.883 4415426.481 60.930 429247.369 4415428.994 60.941 429248.114 4415432.762 60.947 429248.874 4415436.525 60.951 429249.650 4415440.352 60.951 429250.451 4415444.271 60.948 429251.228 4415448.120 60.954 429252.004 4415452.042 60.965 429252.803 4415455.957 60.987,,0,0,0,0,0
63,429168.401 4415142.550 61.953 429166.202 4415139.418 61.966 429164.075 4415136.509 61.978 429161.633 4415133.335 62.009 429159.530 4415130.652 62.042 429157.041 4415127.519 62.050 429153.541 4415123.382 62.069,,0,0,0,0,0
64,429183.675 4415177.292 61.731 429182.210 4415174.089 61.731 429180.453 4415170.495 61.748 429178.791 4415167.206 61.747 429177.063 4415163.974 61.782 429175.217 4415160.567 61.791 429173.357 4415157.287 61.817 429171.457 4415154.008 61.825 429169.451 4415150.788 61.858 429167.618 4415147.866 61.873 429165.405 4415144.533 61.906,,0,0,0,0,0
65,429254.115 4415484.584 61.029 429253.911 4415483.564 61.029 429252.541 4415477.885 61.023 429251.514 4415472.813 61.005 429250.654 4415468.588 60.986 429249.870 4415464.720 60.981 429249.075 4415460.800 60.971 429248.280 4415456.872 60.966 429247.485 4415452.960 60.951 429246.688 4415449.043 60.948 429245.915 4415445.240 60.944 429245.140 4415441.315 60.951 429244.372 4415437.548 60.935 429243.628 4415433.888 60.935 429242.889 4415430.231 60.915 429242.632 4415428.952 60.915 429242.129 4415426.447 60.915 429241.478 4415423.196 60.930 429240.627 4415419.038 60.930 429239.819 4415415.115 60.926 429238.965 4415410.907 60.924 429238.127 4415406.716 60.936 429237.340 4415402.796 60.943 429236.528 4415398.843 60.953 429235.736 4415394.922 60.966 429234.939 4415391.004 60.977 429234.145 4415387.074 60.987 429232.573 4415379.247 61.022 429217.599 4415304.947 61.227 429216.837 4415301.173 61.227 429212.861 4415281.572 61.293 429212.085 4415277.648 61.317 429208.914 4415261.966 61.371 429208.114 4415258.047 61.383 429207.865 4415256.826 61.383 429207.020 4415252.656 61.401 429206.706 4415250.986 61.416 429205.939 4415247.026 61.446 429205.146 4415243.106 61.446 429204.304 4415239.196 61.465 429203.491 4415235.242 61.504 429202.719 4415231.420 61.504 429201.911 4415227.429 61.514 429201.103 4415223.511 61.517 429200.308 4415219.647 61.546 429199.496 4415215.691 61.544 429198.699 4415211.872 61.562 429197.870 4415208.191 61.588 429196.897 4415204.311 61.623 429195.909 4415200.548 61.615 429194.893 4415196.938 61.605 429193.781 4415193.390 61.597 429192.634 4415190.021 61.653 429191.300 4415186.250 61.681 429189.955 4415182.722 61.697 429188.539 4415179.286 61.713 429187.003 4415175.848 61.766 429185.483 4415172.533 61.778 429183.747 4415168.929 61.782 429182.036 4415165.573 61.785 429180.262 4415162.267 61.842 429178.407 4415158.828 61.846 429176.509 4415155.501 61.867 429174.578 4415152.177 61.867 429172.538 4415148.915 61.900 429170.623 4415145.876 61.919 429168.401 4415142.550 61.953,,0,0,0,0,0
66,429250.703 4415486.881 60.972 429250.498 4415485.863 60.972 429249.157 4415478.995 60.965 429248.028 4415473.598 60.950 429247.173 4415469.279 60.928 429246.380 4415465.429 60.921 429245.579 4415461.510 60.915 429244.778 4415457.581 60.909 429243.982 4415453.671 60.900 429243.182 4415449.756 60.895 429242.420 4415445.986 60.889 429241.633 4415442.064 60.886 429240.882 4415438.341 60.882 429240.156 4415434.760 60.879 429239.435 4415431.184 60.861 429239.368 4415430.849 60.861 429238.685 4415427.448 60.864 429238.027 4415424.183 60.870 429237.170 4415419.944 60.876 429236.373 4415416.018 60.874 429235.499 4415411.712 60.873 429234.633 4415407.431 60.894 429233.841 4415403.513 60.894 429233.025 4415399.548 60.910 429232.233 4415395.627 60.926 429231.441 4415391.708 60.932 429230.649 4415387.774 60.945 429229.869 4415383.877 60.945 429229.076 4415379.953 60.978 429228.291 4415376.031 60.986 429227.506 4415372.112 61.003 429226.717 4415368.217 61.003 429225.917 4415364.244 61.025 429225.126 4415360.321 61.034 429224.331 4415356.401 61.060 429223.539 4415352.498 61.077 429222.739 4415348.569 61.077 429221.965 4415344.665 61.087 429221.165 4415340.724 61.102 429221.016 4415339.992 61.102 429220.464 4415337.233 61.120 429219.676 4415333.257 61.120 429218.880 4415329.337 61.135 429218.085 4415325.431 61.141 429217.282 4415321.449 61.159 429216.498 4415317.541 61.167 429215.713 4415313.629 61.182 429214.918 4415309.709 61.186 429214.091 4415305.604 61.188 429213.347 4415301.879 61.194 429212.556 4415297.958 61.214 429211.744 4415294.041 61.239 429210.974 4415290.116 61.270 429210.186 4415286.194 61.270 429209.366 4415282.279 61.273 429208.586 4415278.356 61.287 429207.805 4415274.433 61.287 429206.999 4415270.515 61.306 429206.198 4415266.596 61.314 429205.406 4415262.675 61.346 429204.613 4415258.755 61.356 429204.387 4415257.643 61.356 429203.523 4415253.386 61.374 429203.182 4415251.712 61.374 429202.380 4415247.748 61.398 429201.592 4415243.826 61.404 429200.801 4415239.906 61.423 429199.993 4415235.938 61.445 429199.228 4415232.151 61.456 429198.422 4415228.133 61.469 429197.617 4415224.215 61.472 429196.821 4415220.371 61.501 429196.001 4415216.402 61.514 429195.189 4415212.623 61.535 429194.378 4415209.018 61.551 429193.432 4415205.132 61.582 429192.423 4415201.414 61.597 429191.390 4415197.899 61.591 429190.302 4415194.447 61.602 429189.200 4415191.227 61.632 429187.863 4415187.457 61.651 429186.539 4415184.006 61.678 429185.188 4415180.651 61.678 429183.675 4415177.292 61.731,,0,0,0,0,0
67,429209.703 4415265.887 61.351 429210.503 4415269.806 61.349 429211.296 4415273.727 61.337,,0,0,0,0,0
68,429213.687 4415285.486 61.291 429214.474 4415289.408 61.284 429215.265 4415293.329 61.284 429216.052 4415297.251 61.245,,0,0,0,0,0
69,429218.417 4415309.005 61.232 429219.211 4415312.925 61.216 429220.002 4415316.838 61.202 429220.788 4415320.750 61.199 429221.588 4415324.716 61.184 429222.383 4415328.626 61.178 429223.170 4415332.547 61.163 429223.963 4415336.508 61.163 429224.550 4415339.434 61.145 429224.670 4415340.021 61.145 429225.469 4415343.957 61.123 429226.252 4415347.864 61.122 429227.048 4415351.791 61.106 429227.837 4415355.699 61.093 429228.630 4415359.620 61.075 429229.418 4415363.543 61.066 429230.214 4415367.503 61.048 429231.001 4415371.405 61.047 429231.789 4415375.324 61.038 429233.366 4415383.170 60.996,,0,0,0,0,0
70,429253.418 4415443.637 60.909 429254.207 4415447.514 60.926 429254.970 4415451.440 60.926 429255.749 4415455.360 60.947,,0,0,0,0,0
71,429256.344 4415443.012 60.868 429257.139 4415446.918 60.889 429257.922 4415450.840 60.894 429258.708 4415454.761 60.905,,0,0,0,0,0
72,429252.803 4415455.957 60.987 429253.611 4415459.879 60.996 429254.405 4415463.799 61.014 429255.141 4415467.698 61.035 429256.000 4415471.802 61.042 429256.957 4415476.435 61.034 429258.887 4415485.660 61.063,,0,0,0,0,0
73,429255.749 4415455.360 60.947 429256.550 4415459.282 60.957 429257.337 4415463.204 60.978 429258.119 4415467.106 60.996 429258.937 4415471.140 61.011 429259.815 4415475.497 61.020 429260.538 4415479.102 61.043 429260.747 4415480.118 61.043 429261.288 4415482.789 61.043,,0,0,0,0,0
74,429258.708 4415454.761 60.905 429259.500 4415458.683 60.929 429260.289 4415462.604 60.937 429261.085 4415466.518 60.947 429261.883 4415470.476 60.971 429262.727 4415474.542 60.996 429263.391 4415477.181 61.011 429263.678 4415478.144 61.011 429264.107 4415479.419 61.011,,0,0,0,0,0
75,429581.413 4415086.823 60.373 429583.594 4415083.378 60.381 429585.838 4415079.947 60.398 429588.041 4415076.608 60.413 429590.291 4415073.244 60.425 429592.559 4415069.903 60.430 429594.868 4415066.568 60.438 429597.235 4415063.262 60.453,,0,0,0,0,0
76,429584.464 4415088.721 60.428 429586.623 4415085.311 60.428 429588.839 4415081.926 60.442 429591.040 4415078.586 60.457 429593.276 4415075.243 60.473 429595.533 4415071.919 60.479 429597.827 4415068.611 60.486 429600.163 4415065.326 60.495,,0,0,0,0,0
77,429601.867 4415071.399 60.510 429599.599 4415074.675 60.490 429597.352 4415077.972 60.478 429595.120 4415081.276 60.469 429592.912 4415084.611 60.462 429590.754 4415087.947 60.442 429588.614 4415091.301 60.433 429586.500 4415094.675 60.418 429584.398 4415098.078 60.418 429582.365 4415101.500 60.395 429580.333 4415104.924 60.388 429578.334 4415108.383 60.371 429576.364 4415111.833 60.344 429574.395 4415115.315 60.344 429572.492 4415118.795 60.335 429570.619 4415122.315 60.309 429568.761 4415125.858 60.287 429566.930 4415129.392 60.287 429565.611 4415131.935 60.287 429563.848 4415135.510 60.284 429562.093 4415139.089 60.258 429560.362 4415142.672 60.249 429558.631 4415146.278 60.249 429556.980 4415149.895 60.234 429555.348 4415153.526 60.212 429553.737 4415157.182 60.204 429552.143 4415160.836 60.185 429550.555 4415164.508 60.185 429549.009 4415168.192 60.165 429547.460 4415171.871 60.160 429545.915 4415175.559 60.145 429544.374 4415179.248 60.139 429542.833 4415182.939 60.121 429541.305 4415186.611 60.111 429539.852 4415190.177 60.094 429538.305 4415193.844 60.087 429536.771 4415197.534 60.087 429535.243 4415201.228 60.084 429533.713 4415204.930 60.063 429532.183 4415208.626 60.052 429530.636 4415212.323 60.046 429529.555 4415214.901 60.041 429529.438 4415215.181 60.041 429527.899 4415218.870 60.029 429526.360 4415222.559 60.040 429524.822 4415226.255 60.050 429523.286 4415229.948 60.057 429521.743 4415233.644 60.057 429520.187 4415237.335 60.049 429518.623 4415241.028 60.044 429517.037 4415244.716 60.032 429515.433 4415248.400 60.019 429513.787 4415252.046 59.995 429512.111 4415255.714 59.979 429510.883 4415258.279 59.959 429509.135 4415261.910 59.954 429507.318 4415265.504 59.968 429505.485 4415269.090 59.974 429503.576 4415272.636 60.002 429501.634 4415276.134 60.019 429499.615 4415279.635 60.026 429497.561 4415283.111 60.038 429495.451 4415286.538 60.044 429493.286 4415289.931 60.047 429491.111 4415293.289 60.047 429488.864 4415296.643 60.046 429486.589 4415299.960 60.050 429484.271 4415303.220 60.066 429481.902 4415306.537 60.066 429481.193 4415307.531 60.066 429478.739 4415310.720 60.084 429476.269 4415313.898 60.110 429473.767 4415317.058 60.116 429471.233 4415320.187 60.125 429468.652 4415323.243 60.131 429466.010 4415326.253 60.154 429464.301 4415328.208 60.154 429461.593 4415331.170 60.172 429458.843 4415334.108 60.181 429456.044 4415336.998 60.206 429453.224 4415339.870 60.210 429450.389 4415342.692 60.220 429447.500 4415345.496 60.225 429444.587 4415348.263 60.246 429441.679 4415351.014 60.258 429438.745 4415353.743 60.279 429435.814 4415356.464 60.296 429432.870 4415359.178 60.305 429429.925 4415361.896 60.323 429426.979 4415364.602 60.333 429424.030 4415367.304 60.344 429422.759 4415368.468 60.344 429419.815 4415371.194 60.361 429416.877 4415373.907 60.377 429413.934 4415376.619 60.401 429410.993 4415379.328 60.401 429408.047 4415382.033 60.407 429405.110 4415384.750 60.429 429402.164 4415387.463 60.468 429399.220 4415390.165 60.476 429396.274 4415392.869 60.489 429393.332 4415395.580 60.489 429390.393 4415398.290 60.517 429387.452 4415401.004 60.528 429384.510 4415403.713 60.546 429381.566 4415406.421 60.548 429378.626 4415409.133 60.561 429375.684 4415411.846 60.579 429372.744 4415414.555 60.610 429369.804 4415417.265 60.629 429366.861 4415419.975 60.629 429363.920 4415422.688 60.636 429360.983 4415425.398 60.645 429359.216 4415427.028 60.645 429356.269 4415429.743 60.659 429353.322 4415432.446 60.660 429350.373 4415435.160 60.680 429347.427 4415437.866 60.719 429344.484 4415440.534 60.736 429341.530 4415443.260 60.739 429338.596 4415445.969 60.760 429335.653 4415448.679 60.801 429332.715 4415451.392 60.801 429329.772 4415454.102 60.835 429326.827 4415456.810 60.853 429323.857 4415459.492 60.886 429320.888 4415462.168 60.893 429317.896 4415464.824 60.892 429314.894 4415467.475 60.886 429311.945 4415470.180 60.930 429308.986 4415472.872 60.953,,0,0,0,0,0
78,429282.128 4415486.325 61.021 429286.566 4415482.315 60.984 429289.428 4415479.691 60.987 429292.396 4415476.994 60.939 429295.338 4415474.296 60.895 429298.285 4415471.596 60.895 429300.476 4415469.581 60.893 429303.453 4415466.838 60.882 429306.390 4415464.122 60.874 429309.315 4415461.405 60.866 429312.240 4415458.702 60.846 429315.183 4415455.994 60.834 429318.151 4415453.293 60.791 429321.104 4415450.603 60.791 429324.036 4415447.887 60.767 429326.963 4415445.164 60.728 429329.912 4415442.461 60.716 429332.859 4415439.758 60.693 429335.814 4415437.026 60.657 429338.706 4415434.367 60.646 429341.723 4415431.594 60.633 429344.667 4415428.885 60.618 429347.583 4415426.188 60.618 429350.528 4415423.473 60.611 429353.452 4415420.783 60.611 429355.215 4415419.163 60.606 429358.161 4415416.435 60.584 429361.094 4415413.726 60.568 429364.037 4415411.016 60.562 429366.985 4415408.304 60.535 429369.931 4415405.587 60.526 429372.866 4415402.882 60.494 429375.809 4415400.175 60.494 429378.756 4415397.471 60.467 429381.698 4415394.754 60.457 429384.635 4415392.050 60.435 429387.583 4415389.336 60.426 429390.530 4415386.631 60.418 429393.476 4415383.923 60.391 429396.427 4415381.201 60.382 429399.356 4415378.500 60.371 429402.293 4415375.791 60.345 429405.234 4415373.080 60.323 429408.185 4415370.369 60.316 429411.119 4415367.663 60.293 429414.061 4415364.947 60.283 429416.970 4415362.270 60.263 429418.300 4415361.044 60.263 429421.245 4415358.335 60.259 429424.182 4415355.619 60.258 429427.099 4415352.924 60.227 429430.027 4415350.219 60.215 429432.965 4415347.505 60.191 429435.882 4415344.801 60.185 429438.794 4415342.080 60.175 429441.657 4415339.377 60.172 429444.466 4415336.666 60.164 429447.316 4415333.860 60.159 429450.034 4415331.053 60.135 429452.748 4415328.230 60.135 429455.405 4415325.360 60.114 429458.050 4415322.425 60.107 429459.537 4415320.726 60.100 429462.156 4415317.720 60.093 429464.744 4415314.670 60.088 429467.227 4415311.658 60.085 429469.634 4415308.602 60.072 429472.037 4415305.523 60.065 429474.389 4415302.398 60.053 429475.159 4415301.333 60.046 429477.340 4415298.326 60.037 429479.650 4415295.060 60.032 429481.880 4415291.836 60.030 429484.042 4415288.635 60.030 429486.220 4415285.280 60.028 429488.323 4415281.983 60.028 429490.366 4415278.652 60.018 429492.344 4415275.332 60.008 429494.238 4415271.985 59.971 429496.189 4415268.493 59.966 429498.034 4415265.058 59.960 429499.833 4415261.598 59.942 429501.568 4415258.106 59.935 429503.281 4415254.612 59.934 429504.476 4415252.092 59.943 429506.118 4415248.578 59.953 429507.753 4415244.927 59.965 429509.332 4415241.322 59.968 429510.879 4415237.693 59.972 429512.412 4415234.039 59.986 429513.934 4415230.365 59.986 429515.461 4415226.686 59.989 429516.998 4415222.994 59.971 429518.530 4415219.311 59.971 429520.071 4415215.609 59.984 429521.536 4415212.110 59.998 429521.621 4415211.910 59.998 429522.827 4415209.035 60.011 429524.353 4415205.367 60.026 429525.884 4415201.672 60.028 429527.406 4415197.996 60.024 429528.944 4415194.293 60.022 429530.484 4415190.584 60.014 429532.040 4415186.821 60.014 429533.436 4415183.453 60.024 429535.006 4415179.682 60.024 429536.538 4415175.987 60.052 429538.074 4415172.284 60.061 429539.618 4415168.590 60.093 429541.177 4415164.875 60.108 429542.749 4415161.176 60.117 429544.309 4415157.493 60.117 429545.922 4415153.780 60.139 429547.547 4415150.106 60.165 429549.214 4415146.390 60.174 429550.923 4415142.675 60.195 429552.636 4415139.061 60.208 429554.422 4415135.395 60.228 429556.213 4415131.762 60.236 429558.033 4415128.144 60.241 429559.359 4415125.541 60.244 429561.232 4415121.924 60.257 429563.089 4415118.382 60.264 429565.004 4415114.817 60.284 429566.983 4415111.201 60.293 429568.948 4415107.716 60.319 429570.969 4415104.150 60.319 429572.994 4415100.678 60.332 429575.069 4415097.179 60.341 429577.172 4415093.691 60.349 429579.255 4415090.277 60.365 429581.413 4415086.823 60.373,,0,0,0,0,0
