id(T),xyz(T),ID_LeftLane(L),ID_RightLane(L),lateral_id(L),direction(L),speed_min_limit(L),speed_max_limit(L)
101,429848.215 4414858.462 59.734 429851.529 4414856.221 59.697 429854.830 4414853.968 59.630 429858.157 4414851.694 59.630 429861.439 4414849.446 59.611 429864.736 4414847.203 59.567 429868.044 4414844.954 59.512 429871.368 4414842.697 59.496 429874.637 4414840.479 59.477 429877.987 4414838.190 59.460 429880.833 4414836.262 59.439 429884.152 4414834.018 59.419 429887.193 4414831.956 59.395 429890.499 4414829.706 59.376 429893.913 4414827.355 59.295 429897.094 4414825.169 59.281 429900.766 4414822.650 59.240 429904.195 4414820.298 59.240 429907.512 4414818.062 59.221 429910.835 4414815.830 59.200 429914.145 4414813.587 59.159 429917.500 4414811.304 59.111 429920.739 4414809.092 59.111 429924.044 4414806.838 59.094 429927.346 4414804.595 59.034 429930.712 4414802.274 58.939 429933.940 4414800.037 58.922 429937.269 4414797.778 58.903 429940.592 4414795.551 58.883 429943.904 4414793.290 58.822 429947.229 4414791.035 58.801 429950.519 4414788.800 58.764 429953.820 4414786.540 58.737 429957.121 4414784.281 58.721 429960.409 4414782.048 58.708 429963.712 4414779.810 58.671 429967.047 4414777.541 58.622 429970.338 4414775.294 58.622 429973.634 4414773.028 58.607 429976.955 4414770.780 58.575 429980.252 4414768.555 58.558 429983.569 4414766.309 58.543 429986.882 4414764.046 58.523 429990.202 4414761.815 58.509 429993.499 4414759.558 58.472 429996.807 4414757.293 58.457 430000.058 4414755.083 58.425 430003.434 4414752.792 58.425 430006.742 4414750.543 58.397 430010.020 4414748.307 58.386 430013.313 4414746.068 58.371 430016.657 4414743.802 58.325 430019.960 4414741.546 58.325 430023.262 4414739.289 58.316 430026.570 4414737.039 58.291 430029.882 4414734.797 58.279 430033.190 4414732.548 58.254 430036.494 4414730.294 58.243 430039.802 4414728.045 58.239 430043.114 4414725.803 58.239 430046.413 4414723.541 58.221 430049.718 4414721.287 58.212 430053.006 4414719.052 58.194 430056.338 4414716.783 58.186 430059.645 4414714.532 58.186 430062.964 4414712.276 58.192 430066.275 4414710.031 58.186 430069.593 4414707.786 58.180 430072.914 4414705.542 58.172 430076.193 4414703.324 58.168 430079.586 4414701.036 58.171 430082.907 4414698.807 58.179 430086.240 4414696.577 58.183 430089.582 4414694.355 58.183 430092.921 4414692.143 58.185 430096.379 4414689.924 58.190 430099.747 4414687.765 58.195 430103.173 4414685.590 58.206 430106.610 4414683.422 58.213 430110.053 4414681.270 58.213 430113.497 4414679.116 58.218 430116.911 4414677.032 58.223 430120.371 4414674.937 58.230 430123.827 4414672.848 58.237 430127.290 4414670.769 58.241 430130.804 4414668.700 58.247 430134.265 4414666.694 58.260 430137.795 4414664.652 58.263 430141.308 4414662.622 58.279 430144.793 4414660.622 58.294 430148.302 4414658.634 58.303 430150.229 4414657.546 58.307 430153.677 4414655.613 58.320 430157.206 4414653.664 58.334 430160.709 4414651.734 58.359 430164.225 4414649.801 58.361 430167.730 4414647.899 58.364 430171.259 4414645.978 58.368 430174.784 4414644.086 58.374 430178.317 4414642.176 58.377 430181.869 4414640.284 58.388 430185.358 4414638.399 58.400 430188.911 4414636.512 58.400 430192.439 4414634.627 58.404 430195.969 4414632.715 58.403 430199.433 4414630.810 58.403 430202.973 4414628.866 58.403,,0,0,0,0,0
102,429846.159 4414855.471 59.659 429849.473 4414853.232 59.641 429852.778 4414850.985 59.569 429856.111 4414848.705 59.555 429859.389 4414846.462 59.555 429862.682 4414844.220 59.508 429865.988 4414841.968 59.460 429869.316 4414839.706 59.447 429872.570 4414837.495 59.413 429875.939 4414835.202 59.413 429878.642 4414833.371 59.389 429881.959 4414831.125 59.371 429884.910 4414829.120 59.328 429888.209 4414826.870 59.328 429891.668 4414824.501 59.246 429894.876 4414822.297 59.227 429898.674 4414819.682 59.186 429902.146 4414817.293 59.167 429905.469 4414815.067 59.146 429908.794 4414812.836 59.146 429912.106 4414810.596 59.108 429915.477 4414808.300 59.060 429918.693 4414806.102 59.037 429921.996 4414803.847 59.017 429925.298 4414801.608 58.985 429928.692 4414799.272 58.894 429931.897 4414797.045 58.873 429935.233 4414794.783 58.839 429938.562 4414792.566 58.819 429941.881 4414790.308 58.778 429945.204 4414788.038 58.755 429948.486 4414785.807 58.716 429951.793 4414783.554 58.672 429955.096 4414781.298 58.654 429958.370 4414779.061 58.654 429961.666 4414776.819 58.616 429965.006 4414774.537 58.568 429968.292 4414772.291 58.550 429971.594 4414770.033 58.535 429974.909 4414767.772 58.517 429978.202 4414765.554 58.505 429981.524 4414763.312 58.491 429984.853 4414761.064 58.457 429988.165 4414758.822 58.442 429991.461 4414756.566 58.418 429994.772 4414754.299 58.404 429998.001 4414752.100 58.373 430001.400 4414749.793 58.363 430004.707 4414747.542 58.334 430007.979 4414745.318 58.334 430011.265 4414743.079 58.316 430014.625 4414740.813 58.291 430017.926 4414738.554 58.222 430021.229 4414736.298 58.222 430024.539 4414734.052 58.197 430027.853 4414731.811 58.197 430031.154 4414729.554 58.186 430034.457 4414727.297 58.186 430037.766 4414725.049 58.180 430041.079 4414722.809 58.180 430044.381 4414720.551 58.165 430047.684 4414718.295 58.165 430050.963 4414716.061 58.154 430054.304 4414713.786 58.147 430057.610 4414711.534 58.147 430060.930 4414709.271 58.145 430064.242 4414707.027 58.140 430067.561 4414704.779 58.136 430070.884 4414702.532 58.136 430074.152 4414700.326 58.132 430077.564 4414698.007 58.130 430080.883 4414695.775 58.129 430084.217 4414693.541 58.131 430087.565 4414691.319 58.130 430090.911 4414689.113 58.130 430094.402 4414686.875 58.132 430097.772 4414684.720 58.135 430101.215 4414682.533 58.143 430104.669 4414680.350 58.149 430108.127 4414678.181 58.156 430111.596 4414676.026 58.161 430115.010 4414673.940 58.166 430118.479 4414671.832 58.172 430121.946 4414669.735 58.175 430125.425 4414667.654 58.185 430128.955 4414665.558 58.185 430132.414 4414663.550 58.194 430135.967 4414661.492 58.199 430139.496 4414659.449 58.215 430142.988 4414657.448 58.240 430146.508 4414655.457 58.240 430148.468 4414654.361 58.248 430151.907 4414652.447 58.269 430155.442 4414650.487 58.269 430158.944 4414648.554 58.290 430162.463 4414646.618 58.293 430165.961 4414644.713 58.301 430169.492 4414642.781 58.312 430172.998 4414640.855 58.312 430176.471 4414638.823 58.316 430179.953 4414636.784 58.325,,0,0,0,0,0
103,429885.466 4414842.376 59.456 429882.314 4414844.504 59.456 429878.984 4414846.757 59.494 429875.687 4414848.991 59.494 429872.371 4414851.239 59.494 429869.076 4414853.507 59.535 429865.772 4414855.753 59.549 429862.466 4414857.991 59.549 429859.148 4414860.244 59.549,,0,0,0,0,0
104,429887.159 4414844.609 59.418 429883.929 4414846.860 59.418 429880.620 4414849.120 59.436 429877.326 4414851.379 59.454 429874.024 4414853.640 59.468 429870.728 4414855.906 59.486 429867.430 4414858.166 59.483 429864.125 4414860.415 59.506 429860.820 4414862.674 59.506,,0,0,0,0,0
105,429857.429 4414857.746 59.658 429854.123 4414859.994 59.658 429850.811 4414862.237 59.658 429847.447 4414864.464 59.658 429847.058 4414864.749 59.658,,0,0,0,0,0
106,429859.148 4414860.244 59.619 429855.843 4414862.496 59.619 429852.537 4414864.748 59.619 429849.224 4414867.024 59.619 429847.709 4414868.019 59.619,,0,0,0,0,0
107,429860.820 4414862.674 59.582 429857.524 4414864.940 59.582 429854.229 4414867.207 59.582 429850.929 4414869.479 59.582 429848.348 4414871.246 59.582,,0,0,0,0,0
108,429796.977 4414341.218 58.490 429793.045 4414342.031 58.517 429789.121 4414342.817 58.517 429785.217 4414343.601 58.539 429781.297 4414344.394 58.550 429777.374 4414345.191 58.550 429773.441 4414345.980 58.571 429769.521 4414346.761 58.612 429765.590 4414347.537 58.612 429761.666 4414348.316 58.635 429757.753 4414349.100 58.635 429753.834 4414349.885 58.635 429749.885 4414350.676 58.635,,0,0,0,0,0
109,429797.680 4414344.640 58.433 429793.733 4414345.433 58.438 429789.812 4414346.234 58.438 429785.921 4414347.024 58.471 429782.001 4414347.822 58.486 429778.077 4414348.621 58.491 429774.139 4414349.423 58.495 429770.223 4414350.212 58.535 429766.289 4414351.000 58.546 429762.367 4414351.784 58.554 429758.459 4414352.572 58.551 429754.545 4414353.369 58.551 429750.576 4414354.145 58.569,,0,0,0,0,0
110,429798.375 4414348.028 58.370 429794.420 4414348.828 58.374 429790.499 4414349.635 58.396 429786.621 4414350.429 58.408 429782.701 4414351.228 58.422 429778.777 4414352.034 58.434 429774.832 4414352.844 58.445 429770.920 4414353.640 58.445 429766.981 4414354.422 58.465 429763.059 4414355.212 58.498 429759.158 4414356.002 58.495 429755.246 4414356.802 58.495 429751.260 4414357.585 58.513,,0,0,0,0,0
111,429750.987 4414335.944 58.529 429754.921 4414335.193 58.468 429758.865 4414334.448 58.459 429762.789 4414333.673 58.493 429766.696 4414332.869 58.420 429770.615 4414332.043 58.403 429774.511 4414331.220 58.379 429778.421 4414330.402 58.379 429782.347 4414329.631 58.358 429786.285 4414328.779 58.338 429790.201 4414327.977 58.325 429794.107 4414327.237 58.300 429798.073 4414326.451 58.300 429801.986 4414325.619 58.284 429805.880 4414324.902 58.255 429809.833 4414324.216 58.254,,0,0,0,0,0
112,429751.675 4414339.317 58.630 429755.617 4414338.613 58.511 429759.559 4414337.885 58.511 429763.489 4414337.135 58.596 429767.394 4414336.303 58.466 429771.307 4414335.454 58.450 429775.209 4414334.626 58.427 429779.116 4414333.782 58.427 429783.049 4414333.051 58.407 429786.965 4414332.145 58.383 429790.879 4414331.327 58.371 429794.807 4414330.644 58.343 429798.761 4414329.891 58.343 429802.665 4414329.014 58.334 429806.564 4414328.239 58.297 429810.489 4414327.434 58.272 429814.411 4414326.626 58.261 429818.345 4414325.926 58.261 429822.294 4414325.180 58.257 429826.189 4414324.362 58.236 429830.118 4414323.545 58.224 429834.030 4414322.766 58.282 429837.953 4414321.980 58.282 429841.873 4414321.157 58.269 429845.806 4414320.382 58.169 429849.717 4414319.576 58.151 429853.618 4414318.727 58.142 429857.534 4414317.911 58.142 429861.464 4414317.163 58.207 429865.397 4414316.374 58.102 429869.320 4414315.581 58.102 429873.236 4414314.768 58.089 429877.157 4414313.978 58.089,,0,0,0,0,0
113,429752.380 4414342.766 58.592 429756.310 4414342.015 58.508 429760.239 4414341.251 58.515 429764.164 4414340.478 58.558 429768.079 4414339.669 58.484 429771.994 4414338.846 58.466 429775.907 4414338.034 58.447 429779.821 4414337.212 58.435 429783.746 4414336.442 58.425 429787.660 4414335.588 58.401 429791.578 4414334.781 58.385 429795.504 4414334.043 58.363 429799.437 4414333.267 58.352 429803.348 4414332.425 58.347 429807.264 4414331.653 58.322 429811.185 4414330.850 58.296 429815.105 4414330.045 58.283 429819.033 4414329.297 58.275 429822.964 4414328.528 58.272 429826.876 4414327.724 58.252 429830.798 4414326.917 58.236 429834.716 4414326.129 58.258 429838.638 4414325.343 58.258 429842.556 4414324.528 58.242 429846.481 4414323.743 58.190 429850.399 4414322.947 58.172 429854.311 4414322.126 58.162 429858.229 4414321.320 58.162 429862.153 4414320.544 58.189 429866.077 4414319.751 58.130 429869.999 4414318.959 58.124 429873.920 4414318.168 58.114 429877.847 4414317.409 58.102,,0,0,0,0,0
114,429928.884 4414314.480 58.003 429924.856 4414315.278 58.031 429920.927 4414316.068 58.058 429916.985 4414316.861 58.067 429913.067 4414317.667 58.064 429909.169 4414318.464 58.087 429905.246 4414319.263 58.100 429901.310 4414320.044 58.117 429898.871 4414320.540 58.117 429894.983 4414321.321 58.127 429891.020 4414322.119 58.145 429887.130 4414322.914 58.151 429883.216 4414323.693 58.163 429879.274 4414324.503 58.174 429875.356 4414325.305 58.191 429871.434 4414326.091 58.209 429867.514 4414326.878 58.215 429863.598 4414327.638 58.233 429859.681 4414328.445 58.240 429855.765 4414329.258 58.249 429851.839 4414330.068 58.279 429847.912 4414330.866 58.290 429844.000 4414331.657 58.290 429840.085 4414332.444 58.297 429836.164 4414333.237 58.316 429832.229 4414334.017 58.343 429828.316 4414334.778 58.343 429824.393 4414335.662 58.364 429820.489 4414336.441 58.377 429816.558 4414337.213 58.391 429812.643 4414338.007 58.416 429808.734 4414338.822 58.427 429804.774 4414339.547 58.447 429800.863 4414340.392 58.447 429796.977 4414341.218 58.490,,0,0,0,0,0
115,429817.246 4414340.603 58.329 429813.335 4414341.401 58.355 429809.440 4414342.267 58.355 429805.455 4414342.951 58.382 429801.551 4414343.827 58.391 429797.680 4414344.640 58.433,,0,0,0,0,0
116,429813.967 4414344.504 58.302 429810.102 4414345.496 58.311 429806.141 4414346.376 58.327 429802.236 4414347.248 58.346 429798.375 4414348.028 58.370,,0,0,0,0,0
117,429929.594 4414317.944 57.973 429925.562 4414318.719 57.973 429921.629 4414319.513 57.999 429917.673 4414320.307 58.002 429913.753 4414321.105 57.999 429909.870 4414321.904 58.019 429905.945 4414322.709 58.032 429902.001 4414323.495 58.052 429899.562 4414323.992 58.052 429895.696 4414324.775 58.063 429891.704 4414325.567 58.081 429887.830 4414326.350 58.089 429883.922 4414327.127 58.102 429879.966 4414327.943 58.112 429876.047 4414328.743 58.130 429872.127 4414329.537 58.150 429868.209 4414330.327 58.157 429864.300 4414331.082 58.176 429860.383 4414331.890 58.183 429856.467 4414332.704 58.192 429852.535 4414333.506 58.228 429848.600 4414334.293 58.236 429844.696 4414335.093 58.243 429840.784 4414335.876 58.243 429836.868 4414336.690 58.269 429832.942 4414337.552 58.285 429829.071 4414338.472 58.290 429825.189 4414339.640 58.293,,0,0,0,0,0
118,429877.847 4414317.409 58.102 429881.754 4414316.585 58.096 429885.677 4414315.790 58.089 429889.607 4414314.995 58.111 429893.516 4414314.214 58.108 429897.450 4414313.432 58.044 429899.883 4414312.927 58.038 429903.800 4414312.140 58.031 429907.720 4414311.349 58.023 429911.647 4414310.554 58.014 429915.567 4414309.755 58.001 429919.484 4414308.981 57.986 429923.396 4414308.158 57.966 429927.420 4414307.345 57.924,,0,0,0,0,0
119,429877.157 4414313.978 58.089 429881.049 4414313.158 58.008 429884.979 4414312.367 58.005 429888.928 4414311.570 58.035 429892.809 4414310.788 58.035 429896.761 4414309.989 57.971 429899.195 4414309.496 57.971 429903.103 4414308.706 57.971 429907.020 4414307.914 57.971 429910.961 4414307.117 57.971 429914.881 4414306.320 57.957 429918.778 4414305.515 57.905 429922.682 4414304.676 57.901 429926.703 4414303.847 57.883,,0,0,0,0,0
120,429965.364 4414299.571 57.492 429969.291 4414298.810 57.492 429973.218 4414298.049 57.492 429977.107 4414297.295 57.492 429981.024 4414296.516 57.492 429984.937 4414295.717 57.492 429988.857 4414294.921 57.492 429992.750 4414294.125 57.492 429996.647 4414293.313 57.492 430000.520 4414292.493 57.492 430004.429 4414291.646 57.492 430008.332 4414290.770 57.492 430012.239 4414289.912 57.492 430015.946 4414289.096 57.492 430019.838 4414288.169 57.492 430023.703 4414287.137 57.492 430027.272 4414286.184 57.492 430031.112 4414285.058 57.492 430034.907 4414283.794 57.492 430038.559 4414282.578 57.492,,0,0,0,0,0
121,430002.834 4414303.011 57.711 429998.883 4414303.850 57.721 429994.949 4414304.668 57.726 429991.007 4414305.483 57.731 429987.090 4414306.293 57.731 429983.165 4414307.097 57.740 429979.239 4414307.891 57.754 429975.282 4414308.694 57.767 429971.361 4414309.486 57.773 429967.439 4414310.273 57.773,,0,0,0,0,0
122,430005.993 4414298.754 57.574 430002.084 4414299.600 57.574 429998.157 4414300.429 57.584 429994.234 4414301.239 57.589 429990.306 4414302.039 57.594 429986.386 4414302.835 57.594 429982.464 4414303.631 57.603 429978.540 4414304.419 57.617 429974.605 4414305.201 57.630 429970.681 4414305.978 57.636 429966.582 4414306.767 57.825,,0,0,0,0,0
123,430014.538 4414300.361 57.778 430010.645 4414301.283 57.713 430006.744 4414302.165 57.713 430002.834 4414303.011 57.711,,0,0,0,0,0
124,430081.951 4414271.737 57.528 430074.471 4414275.608 57.543 430070.850 4414277.385 57.565 430067.183 4414279.093 57.537 430063.460 4414280.761 57.537 430059.779 4414282.326 57.551 430056.050 4414283.863 57.561 430052.334 4414285.344 57.563 430048.562 4414286.756 57.567 430044.737 4414288.124 57.567 430040.960 4414289.441 57.581 430037.103 4414290.671 57.627 430033.286 4414291.866 57.627 430029.447 4414292.995 57.627 430025.507 4414294.100 57.627 430021.643 4414295.136 57.630 430017.750 4414296.057 57.641 430013.787 4414296.950 57.641 430009.894 4414297.871 57.576 430005.993 4414298.754 57.574,,0,0,0,0,0
125,430034.334 4414295.148 57.794 430030.496 4414296.280 57.794 430026.362 4414297.400 57.790 430022.504 4414298.457 57.789 430018.614 4414299.391 57.805 430014.538 4414300.361 57.778,,0,0,0,0,0
126,430083.661 4414274.923 57.694 430076.106 4414278.654 57.709 430072.392 4414280.382 57.731 430068.639 4414282.106 57.703 430064.792 4414283.863 57.703 430061.123 4414285.455 57.716 430057.316 4414286.967 57.727 430053.590 4414288.422 57.728 430049.776 4414289.868 57.733 430045.862 4414291.338 57.733 430042.089 4414292.667 57.747 430038.151 4414293.952 57.793 430034.334 4414295.148 57.794,,0,0,0,0,0
127,430038.559 4414282.578 57.492 430042.335 4414281.261 57.492 430045.924 4414279.998 57.492 430049.590 4414278.618 57.492 430053.299 4414277.120 57.492 430056.897 4414275.617 57.492 430060.588 4414274.075 57.492 430064.018 4414272.549 57.492 430067.510 4414270.894 57.492 430070.983 4414269.109 57.492 430078.382 4414265.088 57.492,,0,0,0,0,0
128,430207.244 4414437.324 58.507 430206.402 4414433.378 58.474 430205.602 4414429.898 58.444 430204.727 4414425.975 58.419 430203.821 4414422.058 58.381 430202.866 4414418.151 58.359 430201.855 4414414.281 58.309 430200.806 4414410.365 58.282 430199.897 4414407.182 58.267 430198.757 4414403.348 58.238 430197.501 4414399.491 58.234 430196.313 4414395.670 58.219 430195.010 4414391.888 58.131 430193.647 4414388.074 58.131 430192.432 4414384.609 58.080 430190.854 4414380.900 58.029 430189.286 4414377.196 58.034 430187.651 4414373.506 57.996 430185.996 4414369.864 57.996 430184.303 4414366.190 57.954 430182.481 4414362.586 57.922 430180.626 4414359.018 57.889 430178.706 4414355.473 57.818 430176.767 4414351.950 57.818 430174.698 4414348.469 57.739 430172.599 4414345.038 57.716 430170.453 4414341.620 57.692 430168.276 4414338.265 57.673 430166.007 4414334.920 57.635 430163.682 4414331.626 57.626 430161.293 4414328.378 57.611 430158.892 4414325.136 57.574 430156.467 4414321.955 57.520 430153.944 4414318.778 57.477 430151.350 4414315.684 57.431 430148.729 4414312.654 57.412 430146.392 4414310.006 57.401 430145.148 4414308.642 57.365 430142.411 4414305.670 57.365,,0,0,0,0,0
129,430210.653 4414436.587 58.555 430209.826 4414432.569 58.540 430209.069 4414429.130 58.501 430208.165 4414425.174 58.490 430207.245 4414421.219 58.458 430206.256 4414417.276 58.422 430205.264 4414413.401 58.396 430204.178 4414409.383 58.352 430203.274 4414406.153 58.329 430202.149 4414402.314 58.314 430200.842 4414398.354 58.293 430199.636 4414394.539 58.257 430198.330 4414390.759 58.174 430196.926 4414386.853 58.174 430195.679 4414383.293 58.146 430194.098 4414379.521 58.114 430192.504 4414375.779 58.108 430190.853 4414372.015 58.090 430189.171 4414368.386 58.070 430187.449 4414364.628 58.031 430185.588 4414360.957 57.998 430183.722 4414357.348 57.977 430181.769 4414353.752 57.895 430179.792 4414350.204 57.874 430177.685 4414346.631 57.810 430175.579 4414343.151 57.799 430173.391 4414339.679 57.770 430171.191 4414336.338 57.743 430168.900 4414332.909 57.696 430166.537 4414329.563 57.710 430164.111 4414326.261 57.695 430161.663 4414322.967 57.656 430159.230 4414319.793 57.585 430156.641 4414316.525 57.546 430154.006 4414313.367 57.522 430151.382 4414310.323 57.500 430148.995 4414307.636 57.473 430147.747 4414306.253 57.450 430144.952 4414303.225 57.415,,0,0,0,0,0
130,430205.000 4414396.940 58.413 430206.283 4414401.056 58.426 430207.396 4414404.898 58.478 430208.321 4414408.176 58.478 430209.426 4414412.327 58.504 430210.407 4414416.204 58.526 430211.381 4414420.206 58.554 430212.322 4414424.206 58.585 430213.239 4414428.205 58.585 430214.005 4414431.582 58.626 430214.876 4414435.241 58.637,,0,0,0,0,0
131,430208.318 4414395.811 58.468 430209.631 4414400.036 58.481 430210.750 4414403.877 58.513 430211.677 4414407.198 58.526 430212.818 4414411.451 58.545 430213.808 4414415.326 58.559 430214.792 4414419.370 58.571 430215.751 4414423.407 58.591 430216.670 4414427.445 58.595 430217.401 4414430.780 58.612 430217.877 4414432.908 58.627,,0,0,0,0,0
132,430118.564 4414273.441 57.358 430121.854 4414276.059 57.347 430124.957 4414278.583 57.367 430128.120 4414281.197 57.367 430131.291 4414283.950 57.377 430134.378 4414286.770 57.430 430137.352 4414289.525 57.453 430139.248 4414291.317 57.453 430142.341 4414294.342 57.508 430145.189 4414297.210 57.535 430148.073 4414300.221 57.581 430150.953 4414303.305 57.599 430152.211 4414304.706 57.615 430154.648 4414307.453 57.633 430157.287 4414310.504 57.654 430159.958 4414313.753 57.700 430162.653 4414317.114 57.715 430165.109 4414320.271 57.749 430167.614 4414323.630 57.806 430170.073 4414327.009 57.828 430172.473 4414330.425 57.868 430174.858 4414333.914 57.884 430177.064 4414337.250 57.898 430179.255 4414340.823 57.953 430181.397 4414344.347 57.981 430183.532 4414348.043 58.013 430185.538 4414351.634 58.044 430187.515 4414355.303 58.093 430189.434 4414358.941 58.123 430191.335 4414362.698 58.138 430193.149 4414366.533 58.182 430194.806 4414370.174 58.209 430196.493 4414374.021 58.226 430198.095 4414377.821 58.241 430199.634 4414381.690 58.276 430201.014 4414385.331 58.316 430202.456 4414389.355 58.342 430203.761 4414393.136 58.361 430205.000 4414396.940 58.413,,0,0,0,0,0
133,430124.058 4414273.365 57.423 430127.163 4414275.888 57.441 430130.355 4414278.526 57.441 430133.585 4414281.320 57.465 430136.735 4414284.167 57.493 430139.725 4414286.934 57.517 430141.636 4414288.748 57.532 430144.814 4414291.855 57.562 430147.670 4414294.736 57.587 430150.601 4414297.789 57.636 430153.531 4414300.934 57.674 430154.810 4414302.338 57.674 430157.273 4414305.147 57.705 430159.922 4414308.205 57.723 430162.647 4414311.506 57.767 430165.415 4414314.952 57.785 430167.888 4414318.097 57.797 430170.435 4414321.511 57.841 430172.931 4414324.944 57.883 430175.354 4414328.423 57.924 430177.793 4414331.974 57.936 430179.980 4414335.323 57.967 430182.220 4414338.946 58.013 430184.379 4414342.512 58.043 430186.565 4414346.292 58.093 430188.595 4414349.916 58.126 430190.612 4414353.633 58.150 430192.530 4414357.319 58.165 430194.427 4414361.162 58.198 430196.312 4414365.060 58.239 430197.988 4414368.692 58.270 430199.700 4414372.609 58.299 430201.330 4414376.445 58.299 430202.889 4414380.371 58.331 430204.305 4414384.106 58.373 430205.778 4414388.225 58.399 430207.073 4414392.010 58.434 430208.318 4414395.811 58.468,,0,0,0,0,0
134,430142.411 4414305.670 57.317 430139.621 4414302.760 57.317 430136.796 4414299.917 57.282 430133.900 4414297.073 57.257 430132.048 4414295.317 57.252 430129.081 4414292.620 57.223 430126.093 4414289.910 57.210 430123.056 4414287.251 57.220 430119.989 4414284.653 57.231 430116.881 4414282.136 57.264 430113.735 4414279.605 57.293 430111.749 4414278.025 57.293,,0,0,0,0,0
135,430144.952 4414303.225 57.415 430142.120 4414300.270 57.395 430139.276 4414297.424 57.358 430136.287 4414294.504 57.317 430134.427 4414292.719 57.317 430131.452 4414290.001 57.286 430128.407 4414287.257 57.269 430125.303 4414284.565 57.269 430122.181 4414281.975 57.276 430119.068 4414279.463 57.326 430115.891 4414276.852 57.344 430114.746 4414275.873 57.387,,0,0,0,0,0
136,430237.013 4414585.857 58.151 430236.258 4414581.927 58.151 430235.453 4414577.901 58.154 430234.663 4414573.980 58.174 430233.873 4414570.041 58.215 430233.091 4414566.119 58.241 430232.317 4414562.207 58.374 430231.547 4414558.359 58.416 430231.074 4414556.023 58.419 430230.291 4414552.076 58.550 430229.517 4414548.176 58.550 430228.738 4414544.253 58.550 430227.962 4414540.340 58.575 430227.170 4414536.395 58.621 430226.383 4414532.488 58.641 430225.600 4414528.566 58.641 430224.814 4414524.634 58.676 430224.035 4414520.710 58.727 430223.253 4414516.794 58.740 430222.468 4414512.871 58.754 430221.699 4414508.945 58.763 430220.926 4414505.021 58.800 430220.150 4414501.154 58.810 430219.907 4414499.944 58.810 430219.415 4414497.460 58.805 430218.643 4414493.559 58.794 430217.854 4414489.651 58.794 430217.106 4414485.980 58.785 430216.152 4414481.624 58.785,,0,0,0,0,0
137,430236.431 4414542.719 58.568 430237.221 4414546.640 58.537 430238.004 4414550.575 58.438 430238.788 4414554.485 58.406 430239.237 4414556.692 58.385 430240.040 4414560.648 58.253 430240.836 4414564.574 58.213 430241.625 4414568.495 58.213 430242.389 4414572.413 58.172 430243.164 4414576.337 58.152 430243.970 4414580.203 58.151 430244.704 4414583.585 58.178,,0,0,0,0,0
138,430239.754 4414581.146 58.172 430238.921 4414577.198 58.165 430238.123 4414573.278 58.179 430237.337 4414569.350 58.258 430236.544 4414565.430 58.258 430235.769 4414561.510 58.391 430234.987 4414557.614 58.429 430234.527 4414555.334 58.432 430233.725 4414551.408 58.520 430232.950 4414547.492 58.554 430232.183 4414543.566 58.554 430231.395 4414539.649 58.605 430230.606 4414535.719 58.665 430229.828 4414531.801 58.682 430229.046 4414527.878 58.696 430228.261 4414523.953 58.734 430227.477 4414520.030 58.767 430226.701 4414516.108 58.782 430225.920 4414512.185 58.798 430225.146 4414508.261 58.817 430224.366 4414504.337 58.841 430223.589 4414500.433 58.856 430223.346 4414499.245 58.858 430222.851 4414496.791 58.853 430222.079 4414492.874 58.860 430221.286 4414488.958 58.844 430220.537 4414485.295 58.840 430218.742 4414476.586 58.840,,0,0,0,0,0
139,430240.660 4414545.955 58.483 430241.459 4414549.903 58.398 430242.236 4414553.797 58.366 430242.668 4414555.949 58.331 430243.476 4414559.955 58.258 430244.270 4414563.890 58.182 430245.059 4414567.811 58.182 430245.826 4414571.715 58.135 430246.626 4414575.634 58.122 430247.412 4414579.434 58.149 430248.021 4414582.225 58.171,,0,0,0,0,0
140,430228.250 4414483.754 58.815 430228.971 4414487.405 58.820 430229.767 4414491.341 58.820 430230.545 4414495.292 58.816 430231.032 4414497.681 58.803 430231.261 4414498.823 58.803 430232.058 4414502.810 58.788 430232.835 4414506.734 58.721 430233.610 4414510.657 58.702 430234.394 4414514.578 58.702 430235.177 4414518.508 58.671 430235.962 4414522.431 58.624 430236.749 4414526.341 58.609 430237.537 4414530.262 58.609 430238.330 4414534.200 58.576 430239.085 4414538.099 58.535 430239.871 4414542.033 58.514 430240.660 4414545.955 58.483,,0,0,0,0,0
141,430224.852 4414484.433 58.839 430225.589 4414488.089 58.859 430226.377 4414492.017 58.852 430227.146 4414495.954 58.856 430227.611 4414498.377 58.856 430227.834 4414499.542 58.856 430228.604 4414503.496 58.841 430229.398 4414507.416 58.787 430230.178 4414511.339 58.774 430230.952 4414515.263 58.758 430231.730 4414519.190 58.727 430232.520 4414523.111 58.680 430233.310 4414527.027 58.680 430234.106 4414530.947 58.665 430234.874 4414534.880 58.639 430235.655 4414538.790 58.568 430236.431 4414542.719 58.568,,0,0,0,0,0
